#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2m	Alb	10090.ENSMUSP00000032203	10090.ENSMUSP00000031314	0	0	0	0.782	0.782
A2m	Cp	10090.ENSMUSP00000032203	10090.ENSMUSP00000103964	0	0	0	0.603	0.603
A2m	Pzp	10090.ENSMUSP00000032203	10090.ENSMUSP00000107760	0	0	0	0.847	0.847
Alb	Mpo	10090.ENSMUSP00000031314	10090.ENSMUSP00000020779	0	0	0	0.618	0.618
Alb	Fam20c	10090.ENSMUSP00000031314	10090.ENSMUSP00000026972	0	0	0.500	0	0.499
Alb	Cp	10090.ENSMUSP00000031314	10090.ENSMUSP00000103964	0	0	0	0.600	0.600
Alb	Pzp	10090.ENSMUSP00000031314	10090.ENSMUSP00000107760	0	0	0	0.760	0.760
Alb	Ltf	10090.ENSMUSP00000031314	10090.ENSMUSP00000035077	0	0	0	0.960	0.960
Cp	Mpo	10090.ENSMUSP00000103964	10090.ENSMUSP00000020779	0	0.399	0	0.135	0.457
Cp	Fam20c	10090.ENSMUSP00000103964	10090.ENSMUSP00000026972	0	0	0.500	0	0.499
Cp	Slc40a1	10090.ENSMUSP00000103964	10090.ENSMUSP00000027137	0	0.292	0.900	0.187	0.937
Cp	Heph	10090.ENSMUSP00000103964	10090.ENSMUSP00000033553	0	0	0.900	0	0.900
Cp	Ltf	10090.ENSMUSP00000103964	10090.ENSMUSP00000035077	0	0	0	0.461	0.461
Cp	Fxn	10090.ENSMUSP00000103964	10090.ENSMUSP00000080081	0	0	0.900	0	0.900
Cp	Pzp	10090.ENSMUSP00000103964	10090.ENSMUSP00000107760	0	0	0	0.603	0.603
Fxn	Heph	10090.ENSMUSP00000080081	10090.ENSMUSP00000033553	0	0	0.900	0	0.900
Heph	Slc40a1	10090.ENSMUSP00000033553	10090.ENSMUSP00000027137	0	0	0.900	0.465	0.944
Ltf	Mpo	10090.ENSMUSP00000035077	10090.ENSMUSP00000020779	0	0	0	0.981	0.981
