#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Crebbp	Src	10090.ENSMUSP00000023165	10090.ENSMUSP00000090237	0	0	0	0.795	0.795
Crebbp	Stat5a	10090.ENSMUSP00000023165	10090.ENSMUSP00000102980	0	0.058	0	0.936	0.937
Crebbp	Stat3	10090.ENSMUSP00000023165	10090.ENSMUSP00000120152	0	0.187	0	0.960	0.966
Crebbp	Smad1	10090.ENSMUSP00000023165	10090.ENSMUSP00000071035	0	0	0	0.967	0.967
Crebbp	Stat1	10090.ENSMUSP00000023165	10090.ENSMUSP00000141132	0	0.512	0	0.953	0.976
Crebbp	Jun	10090.ENSMUSP00000023165	10090.ENSMUSP00000102711	0	0.123	0	0.983	0.984
Irf9	Jak1	10090.ENSMUSP00000120525	10090.ENSMUSP00000099842	0	0	0	0.642	0.642
Irf9	Stat5a	10090.ENSMUSP00000120525	10090.ENSMUSP00000102980	0	0	0.900	0.712	0.969
Irf9	Stat3	10090.ENSMUSP00000120525	10090.ENSMUSP00000120152	0	0	0.900	0.749	0.973
Irf9	Stat1	10090.ENSMUSP00000120525	10090.ENSMUSP00000141132	0	0.058	0.900	0.985	0.998
Jak1	Jak2	10090.ENSMUSP00000099842	10090.ENSMUSP00000064394	0	0	0.800	0.968	0.993
Jak1	Stat5a	10090.ENSMUSP00000099842	10090.ENSMUSP00000102980	0	0.292	0.500	0.873	0.951
Jak1	Stat3	10090.ENSMUSP00000099842	10090.ENSMUSP00000120152	0	0	0.500	0.977	0.988
Jak1	Stat1	10090.ENSMUSP00000099842	10090.ENSMUSP00000141132	0	0.292	0.500	0.978	0.991
Jak2	Src	10090.ENSMUSP00000064394	10090.ENSMUSP00000090237	0	0.292	0.400	0.769	0.893
Jak2	Stat1	10090.ENSMUSP00000064394	10090.ENSMUSP00000141132	0	0.056	0.500	0.927	0.962
Jak2	Stat5a	10090.ENSMUSP00000064394	10090.ENSMUSP00000102980	0	0.292	0.500	0.908	0.964
Jak2	Stat3	10090.ENSMUSP00000064394	10090.ENSMUSP00000120152	0	0.457	0.500	0.960	0.988
Jun	Stat1	10090.ENSMUSP00000102711	10090.ENSMUSP00000141132	0	0	0	0.511	0.511
Jun	Stat3	10090.ENSMUSP00000102711	10090.ENSMUSP00000120152	0	0.206	0	0.951	0.960
Nanog	Smad1	10090.ENSMUSP00000012540	10090.ENSMUSP00000071035	0	0	0	0.441	0.441
Nanog	Stat3	10090.ENSMUSP00000012540	10090.ENSMUSP00000120152	0	0	0.900	0.842	0.983
Smad1	Stat3	10090.ENSMUSP00000071035	10090.ENSMUSP00000120152	0	0	0	0.965	0.965
Src	Stat1	10090.ENSMUSP00000090237	10090.ENSMUSP00000141132	0	0	0.500	0.051	0.505
Src	Stat5a	10090.ENSMUSP00000090237	10090.ENSMUSP00000102980	0	0	0.500	0.391	0.682
Src	Stat3	10090.ENSMUSP00000090237	10090.ENSMUSP00000120152	0	0	0.500	0.976	0.987
Stat1	Stat5a	10090.ENSMUSP00000141132	10090.ENSMUSP00000102980	0	0	0.400	0.720	0.824
Stat1	Stat3	10090.ENSMUSP00000141132	10090.ENSMUSP00000120152	0	0.263	0.900	0.975	0.998
Stat3	Stat5a	10090.ENSMUSP00000120152	10090.ENSMUSP00000102980	0	0	0.900	0.865	0.985
