#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Abca1	Apoe	10090.ENSMUSP00000030010	10090.ENSMUSP00000133302	0	0	0	0.454	0.454
Abca1	Apoa2	10090.ENSMUSP00000030010	10090.ENSMUSP00000106953	0	0	0	0.497	0.497
Abca1	Apoa1	10090.ENSMUSP00000030010	10090.ENSMUSP00000034588	0	0	0.900	0.982	0.998
Abca7	Apoa1	10090.ENSMUSP00000128121	10090.ENSMUSP00000034588	0	0	0.900	0.794	0.978
Apoa1	Pon1	10090.ENSMUSP00000034588	10090.ENSMUSP00000002663	0	0	0.720	0.918	0.976
Apoa1	Clu	10090.ENSMUSP00000034588	10090.ENSMUSP00000022616	0	0.222	0.720	0.972	0.993
Apoa1	Apoc3	10090.ENSMUSP00000034588	10090.ENSMUSP00000113126	0	0	0.800	0.840	0.966
Apoa1	Apoc1	10090.ENSMUSP00000034588	10090.ENSMUSP00000104091	0	0	0.720	0.936	0.981
Apoa1	Apob	10090.ENSMUSP00000034588	10090.ENSMUSP00000036044	0	0.292	0.800	0.952	0.992
Apoa1	Scarb1	10090.ENSMUSP00000034588	10090.ENSMUSP00000083242	0	0	0.700	0.982	0.994
Apoa1	Apoa2	10090.ENSMUSP00000034588	10090.ENSMUSP00000106953	0	0.329	0.800	0.989	0.998
Apoa1	Apoe	10090.ENSMUSP00000034588	10090.ENSMUSP00000133302	0	0.393	0.800	0.989	0.998
Apoa2	Pon1	10090.ENSMUSP00000106953	10090.ENSMUSP00000002663	0	0	0.720	0.491	0.851
Apoa2	Clu	10090.ENSMUSP00000106953	10090.ENSMUSP00000022616	0	0	0.720	0.702	0.912
Apoa2	Apob	10090.ENSMUSP00000106953	10090.ENSMUSP00000036044	0	0	0.720	0.709	0.915
Apoa2	Scarb1	10090.ENSMUSP00000106953	10090.ENSMUSP00000083242	0	0	0	0.560	0.560
Apoa2	Apoc1	10090.ENSMUSP00000106953	10090.ENSMUSP00000104091	0	0	0.720	0.720	0.918
Apoa2	Apoc3	10090.ENSMUSP00000106953	10090.ENSMUSP00000113126	0	0	0.800	0.824	0.963
Apoa2	Apoe	10090.ENSMUSP00000106953	10090.ENSMUSP00000133302	0	0.304	0.800	0.973	0.995
Apob	Pon1	10090.ENSMUSP00000036044	10090.ENSMUSP00000002663	0	0	0.720	0.127	0.745
Apob	Clu	10090.ENSMUSP00000036044	10090.ENSMUSP00000022616	0	0	0.720	0	0.720
Apob	Apoc3	10090.ENSMUSP00000036044	10090.ENSMUSP00000113126	0	0	0.720	0.832	0.951
Apob	Scarb1	10090.ENSMUSP00000036044	10090.ENSMUSP00000083242	0	0	0.700	0.898	0.968
Apob	Apoc1	10090.ENSMUSP00000036044	10090.ENSMUSP00000104091	0	0	0.720	0.924	0.978
Apob	Apoe	10090.ENSMUSP00000036044	10090.ENSMUSP00000133302	0	0	0.800	0.980	0.995
Apoc1	Pon1	10090.ENSMUSP00000104091	10090.ENSMUSP00000002663	0	0	0.720	0.177	0.759
Apoc1	Clu	10090.ENSMUSP00000104091	10090.ENSMUSP00000022616	0	0	0.720	0.445	0.838
Apoc1	Apoe	10090.ENSMUSP00000104091	10090.ENSMUSP00000133302	0	0	0.720	0.932	0.980
Apoc1	Apoc3	10090.ENSMUSP00000104091	10090.ENSMUSP00000113126	0	0	0.900	0.863	0.985
Apoc3	Pon1	10090.ENSMUSP00000113126	10090.ENSMUSP00000002663	0	0	0.720	0	0.720
Apoc3	Clu	10090.ENSMUSP00000113126	10090.ENSMUSP00000022616	0	0	0.720	0.253	0.781
Apoc3	Scarb1	10090.ENSMUSP00000113126	10090.ENSMUSP00000083242	0	0	0	0.634	0.634
Apoc3	Apoe	10090.ENSMUSP00000113126	10090.ENSMUSP00000133302	0	0	0.800	0.935	0.986
Apoe	Pon1	10090.ENSMUSP00000133302	10090.ENSMUSP00000002663	0	0	0.720	0.486	0.850
Apoe	Clu	10090.ENSMUSP00000133302	10090.ENSMUSP00000022616	0	0	0.720	0.900	0.970
Clu	Pon1	10090.ENSMUSP00000022616	10090.ENSMUSP00000002663	0	0	0.720	0.784	0.937
