#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Ephx2	Pex12	10090.ENSMUSP00000069209	10090.ENSMUSP00000018877	0	0	0.500	0	0.499
Ephx2	Pex13	10090.ENSMUSP00000069209	10090.ENSMUSP00000020523	0	0	0.500	0	0.499
Ephx2	Pex14	10090.ENSMUSP00000069209	10090.ENSMUSP00000099506	0	0	0.500	0	0.499
Ephx2	Pex5	10090.ENSMUSP00000069209	10090.ENSMUSP00000108151	0	0	0.500	0	0.499
Ephx2	Pex10	10090.ENSMUSP00000069209	10090.ENSMUSP00000099469	0	0	0.500	0	0.499
Ephx2	Pex2	10090.ENSMUSP00000069209	10090.ENSMUSP00000129311	0	0	0.500	0	0.499
Pex10	Pex12	10090.ENSMUSP00000099469	10090.ENSMUSP00000018877	0	0.577	0.800	0.984	0.998
Pex10	Pex13	10090.ENSMUSP00000099469	10090.ENSMUSP00000020523	0	0	0.500	0.704	0.846
Pex10	Pex5	10090.ENSMUSP00000099469	10090.ENSMUSP00000108151	0	0.115	0.500	0	0.538
Pex10	Pex14	10090.ENSMUSP00000099469	10090.ENSMUSP00000099506	0	0.146	0.500	0	0.554
Pex10	Pex2	10090.ENSMUSP00000099469	10090.ENSMUSP00000129311	0	0.105	0.800	0.527	0.907
Pex12	Pex5	10090.ENSMUSP00000018877	10090.ENSMUSP00000108151	0	0.115	0.500	0	0.538
Pex12	Pex14	10090.ENSMUSP00000018877	10090.ENSMUSP00000099506	0	0.105	0.540	0.699	0.865
Pex12	Pex2	10090.ENSMUSP00000018877	10090.ENSMUSP00000129311	0	0.124	0.800	0.527	0.909
Pex12	Pex13	10090.ENSMUSP00000018877	10090.ENSMUSP00000020523	0	0	0.540	0.814	0.911
Pex13	Pex2	10090.ENSMUSP00000020523	10090.ENSMUSP00000129311	0	0	0.500	0.527	0.753
Pex13	Pex5	10090.ENSMUSP00000020523	10090.ENSMUSP00000108151	0	0.124	0.500	0.861	0.934
Pex13	Pex14	10090.ENSMUSP00000020523	10090.ENSMUSP00000099506	0	0.562	0.900	0.677	0.984
Pex14	Pex2	10090.ENSMUSP00000099506	10090.ENSMUSP00000129311	0	0.105	0.500	0.336	0.676
Pex14	Pex5	10090.ENSMUSP00000099506	10090.ENSMUSP00000108151	0	0.558	0.500	0.708	0.929
Pex2	Pex5	10090.ENSMUSP00000129311	10090.ENSMUSP00000108151	0	0.115	0.500	0	0.538
