#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Capn1	Capns1	10090.ENSMUSP00000025891	10090.ENSMUSP00000001845	0	0.355	0.700	0.827	0.963
Capn1	Gpaa1	10090.ENSMUSP00000025891	10090.ENSMUSP00000023221	0	0	0.540	0	0.540
Capn1	Casp1	10090.ENSMUSP00000025891	10090.ENSMUSP00000027015	0	0	0.540	0	0.540
Capn1	Casp7	10090.ENSMUSP00000025891	10090.ENSMUSP00000026062	0	0	0.540	0	0.540
Capn1	Casp6	10090.ENSMUSP00000025891	10090.ENSMUSP00000029626	0	0	0.540	0	0.540
Capn1	Casp9	10090.ENSMUSP00000025891	10090.ENSMUSP00000030747	0	0	0.540	0	0.540
Capn1	Ttn	10090.ENSMUSP00000025891	10090.ENSMUSP00000107477	0	0	0	0.578	0.578
Capn1	Cast	10090.ENSMUSP00000025891	10090.ENSMUSP00000065275	0	0.458	0	0.416	0.670
Capn1	Capns2	10090.ENSMUSP00000025891	10090.ENSMUSP00000100553	0	0.206	0.700	0.074	0.760
Capn1	Capn2	10090.ENSMUSP00000025891	10090.ENSMUSP00000068895	0	0.075	0.900	0.450	0.944
Capn2	Capns1	10090.ENSMUSP00000068895	10090.ENSMUSP00000001845	0	0.878	0.720	0.765	0.991
Capn2	Gpaa1	10090.ENSMUSP00000068895	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
Capn2	Casp7	10090.ENSMUSP00000068895	10090.ENSMUSP00000026062	0	0	0.720	0	0.720
Capn2	Casp1	10090.ENSMUSP00000068895	10090.ENSMUSP00000027015	0	0	0.720	0	0.720
Capn2	Casp6	10090.ENSMUSP00000068895	10090.ENSMUSP00000029626	0	0	0.720	0	0.720
Capn2	Casp9	10090.ENSMUSP00000068895	10090.ENSMUSP00000030747	0	0	0.720	0	0.720
Capn2	Cast	10090.ENSMUSP00000068895	10090.ENSMUSP00000065275	0	0.925	0	0.085	0.928
Capn2	Capns2	10090.ENSMUSP00000068895	10090.ENSMUSP00000100553	0	0.289	0.700	0.074	0.785
Capns1	Capns2	10090.ENSMUSP00000001845	10090.ENSMUSP00000100553	0	0	0.540	0	0.540
Capns1	Casp1	10090.ENSMUSP00000001845	10090.ENSMUSP00000027015	0	0	0.720	0	0.720
Capns1	Casp7	10090.ENSMUSP00000001845	10090.ENSMUSP00000026062	0	0	0.720	0	0.720
Capns1	Casp6	10090.ENSMUSP00000001845	10090.ENSMUSP00000029626	0	0	0.720	0	0.720
Capns1	Casp9	10090.ENSMUSP00000001845	10090.ENSMUSP00000030747	0	0	0.720	0	0.720
Capns1	Gpaa1	10090.ENSMUSP00000001845	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
Capns1	Cast	10090.ENSMUSP00000001845	10090.ENSMUSP00000065275	0	0.684	0	0.166	0.725
Capns2	Gpaa1	10090.ENSMUSP00000100553	10090.ENSMUSP00000023221	0	0	0.540	0	0.540
Capns2	Casp7	10090.ENSMUSP00000100553	10090.ENSMUSP00000026062	0	0	0.540	0	0.540
Capns2	Casp1	10090.ENSMUSP00000100553	10090.ENSMUSP00000027015	0	0	0.540	0	0.540
Capns2	Casp6	10090.ENSMUSP00000100553	10090.ENSMUSP00000029626	0	0	0.540	0	0.540
Capns2	Casp9	10090.ENSMUSP00000100553	10090.ENSMUSP00000030747	0	0	0.540	0	0.540
Casp1	Gpaa1	10090.ENSMUSP00000027015	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
Casp1	Casp7	10090.ENSMUSP00000027015	10090.ENSMUSP00000026062	0	0	0.720	0	0.720
Casp1	Casp9	10090.ENSMUSP00000027015	10090.ENSMUSP00000030747	0	0	0.720	0	0.720
Casp1	Casp6	10090.ENSMUSP00000027015	10090.ENSMUSP00000029626	0	0	0.720	0.612	0.886
Casp6	Gpaa1	10090.ENSMUSP00000029626	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
Casp6	Casp7	10090.ENSMUSP00000029626	10090.ENSMUSP00000026062	0	0.058	0.720	0.117	0.746
Casp6	Casp9	10090.ENSMUSP00000029626	10090.ENSMUSP00000030747	0	0.059	0.720	0.182	0.765
Casp7	Gpaa1	10090.ENSMUSP00000026062	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
Casp7	Casp9	10090.ENSMUSP00000026062	10090.ENSMUSP00000030747	0	0.059	0.720	0.083	0.737
Casp9	Gpaa1	10090.ENSMUSP00000030747	10090.ENSMUSP00000023221	0	0	0.720	0	0.720
