#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
App	Hspa4	10090.ENSMUSP00000005406	10090.ENSMUSP00000020630	0	0.363	0	0.377	0.586
Bag1	Dnajb1	10090.ENSMUSP00000030125	10090.ENSMUSP00000005620	0	0.207	0	0.952	0.960
Bag1	Hspa8	10090.ENSMUSP00000030125	10090.ENSMUSP00000015800	0	0.382	0	0.982	0.988
Bag1	Hspa4	10090.ENSMUSP00000030125	10090.ENSMUSP00000020630	0	0.174	0	0.538	0.602
Bag1	Hspa2	10090.ENSMUSP00000030125	10090.ENSMUSP00000151408	0	0.382	0	0.120	0.432
Bag1	Hspa1b	10090.ENSMUSP00000030125	10090.ENSMUSP00000133815	0	0.483	0	0.983	0.991
Cdc37	Dnajb1	10090.ENSMUSP00000019615	10090.ENSMUSP00000005620	0	0	0	0.704	0.704
Cdc37	Hspa8	10090.ENSMUSP00000019615	10090.ENSMUSP00000015800	0	0	0.720	0.119	0.742
Cdc37	Hspa4	10090.ENSMUSP00000019615	10090.ENSMUSP00000020630	0	0.315	0	0.538	0.670
Cdc37	Hspa1b	10090.ENSMUSP00000019615	10090.ENSMUSP00000133815	0	0	0	0.945	0.945
Dnajb1	Hspa2	10090.ENSMUSP00000005620	10090.ENSMUSP00000151408	0	0.075	0.500	0.118	0.556
Dnajb1	Hspa4	10090.ENSMUSP00000005620	10090.ENSMUSP00000020630	0	0.122	0	0.902	0.910
Dnajb1	Hspa1b	10090.ENSMUSP00000005620	10090.ENSMUSP00000133815	0	0.075	0.400	0.983	0.990
Dnajb1	Hspa8	10090.ENSMUSP00000005620	10090.ENSMUSP00000015800	0	0.243	0.400	0.983	0.991
Hikeshi	Hspa8	10090.ENSMUSP00000119806	10090.ENSMUSP00000015800	0	0.207	0.500	0	0.586
Hikeshi	Hspa4	10090.ENSMUSP00000119806	10090.ENSMUSP00000020630	0	0	0.500	0.215	0.590
Hikeshi	Hspa9	10090.ENSMUSP00000119806	10090.ENSMUSP00000025217	0	0	0.500	0	0.499
Hikeshi	Hspa5	10090.ENSMUSP00000119806	10090.ENSMUSP00000028222	0	0	0.500	0	0.499
Hikeshi	Hspa2	10090.ENSMUSP00000119806	10090.ENSMUSP00000151408	0	0	0.500	0	0.499
Hikeshi	Hspa1b	10090.ENSMUSP00000119806	10090.ENSMUSP00000133815	0	0	0.500	0.376	0.674
Hspa1b	Hspa8	10090.ENSMUSP00000133815	10090.ENSMUSP00000015800	0	0	0.400	0.905	0.940
Hspa1b	Hspa4	10090.ENSMUSP00000133815	10090.ENSMUSP00000020630	0	0.122	0.500	0.759	0.885
Hspa1b	Hspa9	10090.ENSMUSP00000133815	10090.ENSMUSP00000025217	0	0.057	0.500	0.487	0.737
Hspa1b	Hspa5	10090.ENSMUSP00000133815	10090.ENSMUSP00000028222	0	0.058	0.500	0.361	0.672
Hspa1b	Hspa2	10090.ENSMUSP00000133815	10090.ENSMUSP00000151408	0	0	0.400	0	0.400
Hspa2	Hspa8	10090.ENSMUSP00000151408	10090.ENSMUSP00000015800	0	0.215	0.400	0	0.508
Hspa2	Hspa4	10090.ENSMUSP00000151408	10090.ENSMUSP00000020630	0	0.122	0.500	0.145	0.591
Hspa2	Hspa9	10090.ENSMUSP00000151408	10090.ENSMUSP00000025217	0	0.059	0.500	0.112	0.545
Hspa2	Hspa5	10090.ENSMUSP00000151408	10090.ENSMUSP00000028222	0	0.058	0.500	0.072	0.524
Hspa4	Hspa8	10090.ENSMUSP00000020630	10090.ENSMUSP00000015800	0	0.281	0.500	0.668	0.870
Hspa4	Hspa9	10090.ENSMUSP00000020630	10090.ENSMUSP00000025217	0	0	0.500	0.320	0.645
Hspa4	Hspa5	10090.ENSMUSP00000020630	10090.ENSMUSP00000028222	0	0.210	0.500	0.210	0.660
Hspa5	Hspa8	10090.ENSMUSP00000028222	10090.ENSMUSP00000015800	0	0.234	0.500	0.700	0.875
Hspa5	Hspa9	10090.ENSMUSP00000028222	10090.ENSMUSP00000025217	0	0	0.500	0.596	0.789
Hspa8	Hspa9	10090.ENSMUSP00000015800	10090.ENSMUSP00000025217	0	0.059	0.500	0.421	0.703
