#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Ahsg	Car9	10090.ENSMUSP00000023583	10090.ENSMUSP00000030183	0	0	0	0.409	0.408
Ahsg	Anxa6	10090.ENSMUSP00000023583	10090.ENSMUSP00000104511	0	0	0	0.415	0.414
Ahsg	Cdc42	10090.ENSMUSP00000023583	10090.ENSMUSP00000054634	0	0.222	0	0.310	0.440
Ahsg	Spp1	10090.ENSMUSP00000023583	10090.ENSMUSP00000084043	0	0	0	0.445	0.445
Ahsg	Anxa4	10090.ENSMUSP00000023583	10090.ENSMUSP00000109305	0	0	0	0.456	0.456
Ahsg	Fam20c	10090.ENSMUSP00000023583	10090.ENSMUSP00000026972	0	0	0.500	0	0.499
Ahsg	Mgp	10090.ENSMUSP00000023583	10090.ENSMUSP00000032342	0	0	0	0.774	0.774
Ahsg	Anxa2	10090.ENSMUSP00000023583	10090.ENSMUSP00000034756	0	0	0	0.777	0.777
Ahsg	Alb	10090.ENSMUSP00000023583	10090.ENSMUSP00000031314	0	0.222	0	0.949	0.959
Ahsg	Tlr4	10090.ENSMUSP00000023583	10090.ENSMUSP00000045770	0	0	0	0.972	0.972
Alb	Fam20c	10090.ENSMUSP00000031314	10090.ENSMUSP00000026972	0	0	0.500	0	0.499
Anxa2	Cdc42	10090.ENSMUSP00000034756	10090.ENSMUSP00000054634	0	0	0	0.770	0.770
Anxa2	Anxa6	10090.ENSMUSP00000034756	10090.ENSMUSP00000104511	0	0	0.800	0.290	0.851
Anxa2	Tlr4	10090.ENSMUSP00000034756	10090.ENSMUSP00000045770	0	0	0	0.866	0.866
Fam20c	Spp1	10090.ENSMUSP00000026972	10090.ENSMUSP00000084043	0	0	0.500	0	0.499
Mgp	Spp1	10090.ENSMUSP00000032342	10090.ENSMUSP00000084043	0	0	0	0.556	0.556
