#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Agrn	Nid1	10090.ENSMUSP00000137931	10090.ENSMUSP00000005532	0	0	0	0.853	0.853
Agrn	Vtn	10090.ENSMUSP00000137931	10090.ENSMUSP00000017488	0	0	0	0.420	0.420
Agrn	Fn1	10090.ENSMUSP00000137931	10090.ENSMUSP00000054499	0	0	0	0.935	0.935
Agrn	Hspg2	10090.ENSMUSP00000137931	10090.ENSMUSP00000131316	0	0	0	0.979	0.979
Col4a3	Nid1	10090.ENSMUSP00000109084	10090.ENSMUSP00000005532	0	0.595	0	0.081	0.611
Col4a3	Hspg2	10090.ENSMUSP00000109084	10090.ENSMUSP00000131316	0	0.418	0	0.077	0.439
Eln	Nid1	10090.ENSMUSP00000015138	10090.ENSMUSP00000005532	0	0	0	0.652	0.652
Eln	Vtn	10090.ENSMUSP00000015138	10090.ENSMUSP00000017488	0	0	0	0.944	0.944
Eln	Fn1	10090.ENSMUSP00000015138	10090.ENSMUSP00000054499	0	0	0	0.982	0.982
Fn1	Nid1	10090.ENSMUSP00000054499	10090.ENSMUSP00000005532	0	0	0	0.982	0.982
Fn1	Vtn	10090.ENSMUSP00000054499	10090.ENSMUSP00000017488	0	0	0	0.982	0.982
Fn1	Hspg2	10090.ENSMUSP00000054499	10090.ENSMUSP00000131316	0	0	0	0.982	0.982
Hspg2	Lamb1	10090.ENSMUSP00000131316	10090.ENSMUSP00000002979	0	0	0.500	0.327	0.649
Hspg2	Nid1	10090.ENSMUSP00000131316	10090.ENSMUSP00000005532	0	0.960	0.500	0.982	0.999
Hspg2	Lama5	10090.ENSMUSP00000131316	10090.ENSMUSP00000015791	0	0	0.500	0	0.499
Hspg2	Vtn	10090.ENSMUSP00000131316	10090.ENSMUSP00000017488	0	0	0	0.544	0.544
Hspg2	Lamc1	10090.ENSMUSP00000131316	10090.ENSMUSP00000027752	0	0	0.500	0.071	0.515
Hspg2	Lama1	10090.ENSMUSP00000131316	10090.ENSMUSP00000043957	0	0.422	0.500	0.150	0.732
Lama1	Lamb1	10090.ENSMUSP00000043957	10090.ENSMUSP00000002979	0	0.292	0.900	0.635	0.971
Lama1	Nid1	10090.ENSMUSP00000043957	10090.ENSMUSP00000005532	0	0.326	0.540	0.084	0.691
Lama1	Lama5	10090.ENSMUSP00000043957	10090.ENSMUSP00000015791	0	0.051	0.720	0.094	0.738
Lama1	Vtn	10090.ENSMUSP00000043957	10090.ENSMUSP00000017488	0	0	0.540	0	0.540
Lama1	Lamc1	10090.ENSMUSP00000043957	10090.ENSMUSP00000027752	0	0.299	0.800	0.379	0.905
Lama5	Lamb1	10090.ENSMUSP00000015791	10090.ENSMUSP00000002979	0	0.678	0.800	0.545	0.968
Lama5	Nid1	10090.ENSMUSP00000015791	10090.ENSMUSP00000005532	0	0	0.500	0.410	0.692
Lama5	Vtn	10090.ENSMUSP00000015791	10090.ENSMUSP00000017488	0	0	0	0.413	0.412
Lama5	Lamc1	10090.ENSMUSP00000015791	10090.ENSMUSP00000027752	0	0.687	0.800	0.501	0.966
Lamb1	Vtn	10090.ENSMUSP00000002979	10090.ENSMUSP00000017488	0	0	0.540	0	0.540
Lamb1	Nid1	10090.ENSMUSP00000002979	10090.ENSMUSP00000005532	0	0	0.540	0.168	0.601
Lamb1	Lamc1	10090.ENSMUSP00000002979	10090.ENSMUSP00000027752	0	0.769	0.800	0.939	0.996
Lamc1	Nid1	10090.ENSMUSP00000027752	10090.ENSMUSP00000005532	0	0.964	0.540	0.234	0.986
Lamc1	Vtn	10090.ENSMUSP00000027752	10090.ENSMUSP00000017488	0	0	0.540	0	0.540
Nid1	Vtn	10090.ENSMUSP00000005532	10090.ENSMUSP00000017488	0	0	0.540	0.948	0.975
