#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Il1a	Il1r1	10090.ENSMUSP00000028882	10090.ENSMUSP00000027241	0	0.352	0.700	0.988	0.997
Il1a	Il1r2	10090.ENSMUSP00000028882	10090.ENSMUSP00000027243	0	0.061	0.700	0.979	0.993
Il1a	Il1b	10090.ENSMUSP00000028882	10090.ENSMUSP00000028881	0	0	0.900	0.963	0.996
Il1a	Il1rl1	10090.ENSMUSP00000028882	10090.ENSMUSP00000095379	0	0.123	0	0.499	0.541
Il1a	Irak4	10090.ENSMUSP00000028882	10090.ENSMUSP00000074471	0	0	0.500	0.357	0.665
Il1a	Myd88	10090.ENSMUSP00000028882	10090.ENSMUSP00000035092	0	0	0.500	0.725	0.856
Il1a	Il1rap	10090.ENSMUSP00000028882	10090.ENSMUSP00000093843	0	0	0.500	0.922	0.959
Il1b	Il1r1	10090.ENSMUSP00000028881	10090.ENSMUSP00000027241	0	0.640	0.700	0.987	0.998
Il1b	Il1r2	10090.ENSMUSP00000028881	10090.ENSMUSP00000027243	0	0.399	0.700	0.981	0.996
Il1b	Il1rl1	10090.ENSMUSP00000028881	10090.ENSMUSP00000095379	0	0.352	0	0.411	0.602
Il1b	Irak4	10090.ENSMUSP00000028881	10090.ENSMUSP00000074471	0	0	0.500	0.329	0.650
Il1b	Myd88	10090.ENSMUSP00000028881	10090.ENSMUSP00000035092	0	0	0.500	0.526	0.752
Il1b	Il1rap	10090.ENSMUSP00000028881	10090.ENSMUSP00000093843	0	0.559	0.500	0.979	0.995
Il1r1	Il33	10090.ENSMUSP00000027241	10090.ENSMUSP00000025724	0	0	0	0.897	0.897
Il1r1	Il1rl1	10090.ENSMUSP00000027241	10090.ENSMUSP00000095379	0	0	0	0.476	0.476
Il1r1	Irak4	10090.ENSMUSP00000027241	10090.ENSMUSP00000074471	0	0.457	0.500	0.459	0.840
Il1r1	Il1r2	10090.ENSMUSP00000027241	10090.ENSMUSP00000027243	0	0	0.900	0.849	0.984
Il1r1	Myd88	10090.ENSMUSP00000027241	10090.ENSMUSP00000035092	0	0.457	0.500	0.954	0.986
Il1r1	Il1rap	10090.ENSMUSP00000027241	10090.ENSMUSP00000093843	0	0.723	0.500	0.982	0.997
Il1r2	Il1rap	10090.ENSMUSP00000027243	10090.ENSMUSP00000093843	0	0.515	0	0.793	0.895
Il1rap	Kit	10090.ENSMUSP00000093843	10090.ENSMUSP00000005815	0	0	0	0.871	0.871
Il1rap	Il33	10090.ENSMUSP00000093843	10090.ENSMUSP00000025724	0	0.900	0.500	0.982	0.999
Il1rap	Myd88	10090.ENSMUSP00000093843	10090.ENSMUSP00000035092	0	0	0.500	0.823	0.907
Il1rap	Irak4	10090.ENSMUSP00000093843	10090.ENSMUSP00000074471	0	0	0.500	0.714	0.850
Il1rap	Ptprd	10090.ENSMUSP00000093843	10090.ENSMUSP00000133468	0	0.900	0.900	0.350	0.992
Il1rap	Il1rl1	10090.ENSMUSP00000093843	10090.ENSMUSP00000095379	0	0.943	0.500	0.982	0.999
Il1rl1	Kit	10090.ENSMUSP00000095379	10090.ENSMUSP00000005815	0	0	0	0.657	0.657
Il1rl1	Il33	10090.ENSMUSP00000095379	10090.ENSMUSP00000025724	0	0.943	0.900	0.984	0.999
Il1rl1	Myd88	10090.ENSMUSP00000095379	10090.ENSMUSP00000035092	0	0	0.500	0.820	0.906
Il1rl1	Irak4	10090.ENSMUSP00000095379	10090.ENSMUSP00000074471	0	0	0.500	0.338	0.654
Il33	Irak4	10090.ENSMUSP00000025724	10090.ENSMUSP00000074471	0	0	0.500	0.137	0.550
Il33	Myd88	10090.ENSMUSP00000025724	10090.ENSMUSP00000035092	0	0	0.500	0.527	0.753
Irak4	Myd88	10090.ENSMUSP00000074471	10090.ENSMUSP00000035092	0	0.725	0.800	0.985	0.999
