#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cd79a	Iglc2	10090.ENSMUSP00000003469	10090.ENSMUSP00000100464	0	0.059	0.540	0	0.548
Cd79a	Igkv4-71	10090.ENSMUSP00000003469	10090.ENSMUSP00000100575	0	0.106	0.540	0	0.571
Cd79a	Ighv6-5	10090.ENSMUSP00000003469	10090.ENSMUSP00000136790	0	0	0.540	0.183	0.608
Cd79a	Ighv6-4	10090.ENSMUSP00000003469	10090.ENSMUSP00000136881	0	0	0.540	0.183	0.608
Cd79a	Jchain	10090.ENSMUSP00000003469	10090.ENSMUSP00000084259	0	0	0.720	0	0.720
Cd79a	Pigr	10090.ENSMUSP00000003469	10090.ENSMUSP00000027675	0	0	0.720	0	0.720
Cd79a	Lime1	10090.ENSMUSP00000003469	10090.ENSMUSP00000045010	0	0	0.900	0	0.900
Cd79a	Igll1	10090.ENSMUSP00000003469	10090.ENSMUSP00000097713	0	0.267	0.720	0.924	0.983
Cd79a	Syk	10090.ENSMUSP00000003469	10090.ENSMUSP00000113852	0	0.201	0.900	0.970	0.997
Cd79a	Cd79b	10090.ENSMUSP00000003469	10090.ENSMUSP00000129029	0	0.883	0.900	0.984	0.999
Cd79b	Pigr	10090.ENSMUSP00000129029	10090.ENSMUSP00000027675	0	0	0.720	0	0.720
Cd79b	Lime1	10090.ENSMUSP00000129029	10090.ENSMUSP00000045010	0	0	0.900	0	0.900
Cd79b	Jchain	10090.ENSMUSP00000129029	10090.ENSMUSP00000084259	0	0	0.720	0	0.720
Cd79b	Igll1	10090.ENSMUSP00000129029	10090.ENSMUSP00000097713	0	0.267	0.720	0.930	0.984
Cd79b	Iglc2	10090.ENSMUSP00000129029	10090.ENSMUSP00000100464	0	0.059	0.540	0	0.548
Cd79b	Igkv4-71	10090.ENSMUSP00000129029	10090.ENSMUSP00000100575	0	0.106	0.540	0	0.571
Cd79b	Syk	10090.ENSMUSP00000129029	10090.ENSMUSP00000113852	0	0	0.900	0.970	0.996
Cd79b	Ighv6-4	10090.ENSMUSP00000129029	10090.ENSMUSP00000136881	0	0	0.540	0.177	0.605
Cd79b	Ighv6-5	10090.ENSMUSP00000129029	10090.ENSMUSP00000136790	0	0	0.540	0.276	0.652
Ighv6-4	Pigr	10090.ENSMUSP00000136881	10090.ENSMUSP00000027675	0	0	0.540	0.047	0.542
Ighv6-4	Lime1	10090.ENSMUSP00000136881	10090.ENSMUSP00000045010	0	0	0.540	0	0.540
Ighv6-4	Jchain	10090.ENSMUSP00000136881	10090.ENSMUSP00000084259	0	0.247	0.540	0	0.638
Ighv6-4	Igll1	10090.ENSMUSP00000136881	10090.ENSMUSP00000097713	0	0.256	0.540	0.093	0.662
Ighv6-4	Iglc2	10090.ENSMUSP00000136881	10090.ENSMUSP00000100464	0	0.256	0.540	0.093	0.662
Ighv6-4	Igkv4-71	10090.ENSMUSP00000136881	10090.ENSMUSP00000100575	0	0.256	0.540	0.093	0.662
Ighv6-4	Syk	10090.ENSMUSP00000136881	10090.ENSMUSP00000113852	0	0	0.540	0	0.540
Ighv6-4	Ighv6-5	10090.ENSMUSP00000136881	10090.ENSMUSP00000136790	0	0	0.540	0	0.540
Ighv6-5	Pigr	10090.ENSMUSP00000136790	10090.ENSMUSP00000027675	0	0	0.540	0.048	0.543
Ighv6-5	Lime1	10090.ENSMUSP00000136790	10090.ENSMUSP00000045010	0	0	0.540	0	0.540
Ighv6-5	Jchain	10090.ENSMUSP00000136790	10090.ENSMUSP00000084259	0	0.399	0.540	0	0.711
Ighv6-5	Igll1	10090.ENSMUSP00000136790	10090.ENSMUSP00000097713	0	0.557	0.540	0.116	0.804
Ighv6-5	Iglc2	10090.ENSMUSP00000136790	10090.ENSMUSP00000100464	0	0.256	0.540	0.093	0.662
Ighv6-5	Igkv4-71	10090.ENSMUSP00000136790	10090.ENSMUSP00000100575	0	0.408	0.540	0.093	0.731
Ighv6-5	Syk	10090.ENSMUSP00000136790	10090.ENSMUSP00000113852	0	0	0.540	0	0.540
Igkv4-71	Pigr	10090.ENSMUSP00000100575	10090.ENSMUSP00000027675	0	0	0.540	0	0.540
Igkv4-71	Lime1	10090.ENSMUSP00000100575	10090.ENSMUSP00000045010	0	0	0.540	0	0.540
Igkv4-71	Jchain	10090.ENSMUSP00000100575	10090.ENSMUSP00000084259	0	0	0.540	0	0.540
Igkv4-71	Igll1	10090.ENSMUSP00000100575	10090.ENSMUSP00000097713	0	0	0.540	0	0.540
Igkv4-71	Iglc2	10090.ENSMUSP00000100575	10090.ENSMUSP00000100464	0	0	0.540	0	0.540
Igkv4-71	Syk	10090.ENSMUSP00000100575	10090.ENSMUSP00000113852	0	0	0.540	0	0.540
Iglc2	Pigr	10090.ENSMUSP00000100464	10090.ENSMUSP00000027675	0	0	0.540	0	0.540
Iglc2	Lime1	10090.ENSMUSP00000100464	10090.ENSMUSP00000045010	0	0	0.540	0	0.540
Iglc2	Jchain	10090.ENSMUSP00000100464	10090.ENSMUSP00000084259	0	0	0.700	0	0.700
Iglc2	Igll1	10090.ENSMUSP00000100464	10090.ENSMUSP00000097713	0	0	0.800	0	0.800
Iglc2	Syk	10090.ENSMUSP00000100464	10090.ENSMUSP00000113852	0	0	0.540	0	0.540
Igll1	Pigr	10090.ENSMUSP00000097713	10090.ENSMUSP00000027675	0	0	0.720	0	0.720
Igll1	Lime1	10090.ENSMUSP00000097713	10090.ENSMUSP00000045010	0	0	0.720	0	0.720
Igll1	Jchain	10090.ENSMUSP00000097713	10090.ENSMUSP00000084259	0	0	0.720	0	0.720
Igll1	Syk	10090.ENSMUSP00000097713	10090.ENSMUSP00000113852	0	0	0.720	0	0.720
Jchain	Pigr	10090.ENSMUSP00000084259	10090.ENSMUSP00000027675	0	0.900	0.720	0.985	0.999
