#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cd44	Thbs1	10090.ENSMUSP00000005218	10090.ENSMUSP00000044903	0	0	0	0.432	0.432
Cd44	Itga2b	10090.ENSMUSP00000005218	10090.ENSMUSP00000099375	0	0	0	0.461	0.461
Cd44	Nid1	10090.ENSMUSP00000005218	10090.ENSMUSP00000005532	0	0	0	0.573	0.573
Cd44	Vtn	10090.ENSMUSP00000005218	10090.ENSMUSP00000017488	0	0	0	0.600	0.600
Cd44	Itgav	10090.ENSMUSP00000005218	10090.ENSMUSP00000028499	0	0	0	0.623	0.623
Cd44	Itgb1	10090.ENSMUSP00000005218	10090.ENSMUSP00000087457	0	0	0	0.643	0.643
Cd44	Itgb3	10090.ENSMUSP00000005218	10090.ENSMUSP00000021028	0	0	0	0.647	0.647
Cd44	Fn1	10090.ENSMUSP00000005218	10090.ENSMUSP00000054499	0	0	0	0.982	0.982
Eln	Nid1	10090.ENSMUSP00000015138	10090.ENSMUSP00000005532	0	0	0	0.652	0.652
Eln	Vtn	10090.ENSMUSP00000015138	10090.ENSMUSP00000017488	0	0	0	0.944	0.944
Eln	Fn1	10090.ENSMUSP00000015138	10090.ENSMUSP00000054499	0	0	0	0.982	0.982
Fn1	Nid1	10090.ENSMUSP00000054499	10090.ENSMUSP00000005532	0	0	0	0.982	0.982
Fn1	Vtn	10090.ENSMUSP00000054499	10090.ENSMUSP00000017488	0	0	0	0.982	0.982
Fn1	Itgb3	10090.ENSMUSP00000054499	10090.ENSMUSP00000021028	0	0.559	0.400	0.977	0.993
Fn1	Itga5	10090.ENSMUSP00000054499	10090.ENSMUSP00000023128	0	0.545	0.500	0.982	0.995
Fn1	Itgav	10090.ENSMUSP00000054499	10090.ENSMUSP00000028499	0	0.559	0	0.981	0.991
Fn1	Thbs1	10090.ENSMUSP00000054499	10090.ENSMUSP00000044903	0	0	0.720	0.981	0.994
Fn1	Itga2b	10090.ENSMUSP00000054499	10090.ENSMUSP00000099375	0	0.201	0.400	0.980	0.989
Fn1	Itgb1	10090.ENSMUSP00000054499	10090.ENSMUSP00000087457	0	0.545	0.500	0.982	0.995
Itga2b	Vtn	10090.ENSMUSP00000099375	10090.ENSMUSP00000017488	0	0	0.500	0.971	0.984
Itga2b	Itgb3	10090.ENSMUSP00000099375	10090.ENSMUSP00000021028	0	0.559	0.900	0.985	0.999
Itga2b	Itga5	10090.ENSMUSP00000099375	10090.ENSMUSP00000023128	0	0	0.540	0.119	0.577
Itga2b	Itgav	10090.ENSMUSP00000099375	10090.ENSMUSP00000028499	0	0	0.900	0.242	0.920
Itga2b	Thbs1	10090.ENSMUSP00000099375	10090.ENSMUSP00000044903	0	0	0.500	0	0.499
Itga2b	Itgb1	10090.ENSMUSP00000099375	10090.ENSMUSP00000087457	0	0.075	0.800	0.176	0.834
Itga5	Vtn	10090.ENSMUSP00000023128	10090.ENSMUSP00000017488	0	0	0	0.794	0.794
Itga5	Itgb3	10090.ENSMUSP00000023128	10090.ENSMUSP00000021028	0	0.337	0.800	0.858	0.979
Itga5	Itgav	10090.ENSMUSP00000023128	10090.ENSMUSP00000028499	0	0	0.720	0.255	0.782
Itga5	Itgb1	10090.ENSMUSP00000023128	10090.ENSMUSP00000087457	0	0.559	0.900	0.985	0.999
Itgav	Vtn	10090.ENSMUSP00000028499	10090.ENSMUSP00000017488	0	0	0.500	0.980	0.989
Itgav	Itgb3	10090.ENSMUSP00000028499	10090.ENSMUSP00000021028	0	0.664	0.900	0.985	0.999
Itgav	Itgb1	10090.ENSMUSP00000028499	10090.ENSMUSP00000087457	0	0.075	0.900	0.969	0.996
Itgb1	Vtn	10090.ENSMUSP00000087457	10090.ENSMUSP00000017488	0	0	0.500	0.881	0.937
Itgb1	Itgb3	10090.ENSMUSP00000087457	10090.ENSMUSP00000021028	0	0	0.720	0.618	0.888
Itgb1	Thbs1	10090.ENSMUSP00000087457	10090.ENSMUSP00000044903	0	0	0.500	0.897	0.946
Itgb3	Vtn	10090.ENSMUSP00000021028	10090.ENSMUSP00000017488	0	0	0.500	0.967	0.983
Itgb3	Thbs1	10090.ENSMUSP00000021028	10090.ENSMUSP00000044903	0	0	0.500	0.117	0.540
Nid1	Vtn	10090.ENSMUSP00000005532	10090.ENSMUSP00000017488	0	0	0.540	0.948	0.975
Thbs1	Vtn	10090.ENSMUSP00000044903	10090.ENSMUSP00000017488	0	0	0	0.472	0.472
