#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Atp6ap2	Ctsd	10090.ENSMUSP00000033313	10090.ENSMUSP00000121203	0	0	0.700	0.047	0.701
Ctsb	Ctsd	10090.ENSMUSP00000006235	10090.ENSMUSP00000121203	0	0.509	0	0	0.509
Ctsd	Igf2r	10090.ENSMUSP00000121203	10090.ENSMUSP00000024599	0	0.292	0	0.307	0.488
Ctsd	Pkp1	10090.ENSMUSP00000121203	10090.ENSMUSP00000027667	0	0	0	0.452	0.452
Ctsd	Lamp1	10090.ENSMUSP00000121203	10090.ENSMUSP00000033824	0	0.116	0	0.577	0.610
Ctsd	Dsg1c	10090.ENSMUSP00000121203	10090.ENSMUSP00000054799	0	0	0	0.440	0.440
Ctsd	Lamp2	10090.ENSMUSP00000121203	10090.ENSMUSP00000074448	0	0.345	0	0.358	0.561
Ctsd	Dsg1b	10090.ENSMUSP00000121203	10090.ENSMUSP00000076026	0	0	0	0.440	0.440
Ctsd	Dsg1a	10090.ENSMUSP00000121203	10090.ENSMUSP00000076393	0	0	0	0.439	0.439
Ctsd	Ide	10090.ENSMUSP00000121203	10090.ENSMUSP00000121358	0	0	0.700	0	0.700
Dsg1a	Pkp1	10090.ENSMUSP00000076393	10090.ENSMUSP00000027667	0	0.222	0.400	0.515	0.753
Dsg1a	Dsg1c	10090.ENSMUSP00000076393	10090.ENSMUSP00000054799	0	0	0.900	0	0.900
Dsg1a	Dsg1b	10090.ENSMUSP00000076393	10090.ENSMUSP00000076026	0	0	0.900	0	0.900
Dsg1b	Dsg1c	10090.ENSMUSP00000076026	10090.ENSMUSP00000054799	0	0	0.900	0	0.900
Lamp1	Lamp2	10090.ENSMUSP00000033824	10090.ENSMUSP00000074448	0	0.401	0	0.817	0.886
