#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C3	Itgb2l	10090.ENSMUSP00000024988	10090.ENSMUSP00000000161	0	0	0.900	0.102	0.906
C3	Itgb2	10090.ENSMUSP00000024988	10090.ENSMUSP00000000299	0	0.072	0.900	0.396	0.939
C3	Cfp	10090.ENSMUSP00000024988	10090.ENSMUSP00000001156	0	0.249	0.900	0.117	0.927
C3	Cr1l	10090.ENSMUSP00000024988	10090.ENSMUSP00000074902	0	0.112	0.900	0.042	0.907
C3	Cfb	10090.ENSMUSP00000024988	10090.ENSMUSP00000025229	0	0.123	0.800	0.571	0.918
C3	Cfd	10090.ENSMUSP00000024988	10090.ENSMUSP00000056836	0	0.098	0.900	0.299	0.931
C3	C3ar1	10090.ENSMUSP00000024988	10090.ENSMUSP00000048092	0	0	0.900	0.513	0.949
C3	C5ar2	10090.ENSMUSP00000024988	10090.ENSMUSP00000159074	0	0	0.700	0.862	0.956
C3	Cr2	10090.ENSMUSP00000024988	10090.ENSMUSP00000080938	0	0.271	0.700	0.835	0.960
C3	Itgam	10090.ENSMUSP00000024988	10090.ENSMUSP00000068468	0	0.109	0.900	0.907	0.990
Cfb	Cfp	10090.ENSMUSP00000025229	10090.ENSMUSP00000001156	0	0.207	0	0.956	0.963
Cfb	Cr1l	10090.ENSMUSP00000025229	10090.ENSMUSP00000074902	0	0	0.500	0	0.499
Cfb	Cfd	10090.ENSMUSP00000025229	10090.ENSMUSP00000056836	0	0.199	0.900	0.982	0.998
Cfd	Cfp	10090.ENSMUSP00000056836	10090.ENSMUSP00000001156	0	0	0	0.423	0.422
Itgam	Itgb2l	10090.ENSMUSP00000068468	10090.ENSMUSP00000000161	0	0.137	0.900	0.810	0.982
Itgam	Itgb2	10090.ENSMUSP00000068468	10090.ENSMUSP00000000299	0	0.389	0.900	0.982	0.998
Itgb2	Itgb2l	10090.ENSMUSP00000000299	10090.ENSMUSP00000000161	0	0	0.900	0	0.900
